id,title,reason,description,create_time,equipment,location,gz_tag,qj_tag,xw_tag
2935,五岳TAZ3090发动机异响,由于火花塞松动，造成缸内高压气体往外冲击使火花塞和座圈套摩擦而发出声响。又因大量气体外漏，造成缸内压缩比降低，且火花塞损坏，导致该缸不工作。,发动机上部发出有节奏的“嚓嚓”干摩擦声响，随后发动机动力下降，排气管发出“突突”声。,2017/6/6 0:00,五岳TAZ3090,西安,发动机异响,发动机,驾驶不当
2936,铁马XC2200载重车油泵破裂,机油泵破裂造成的响声无规律，怠速时响声不大明显，中速时响声明显，但高速时因干扰响声杂乱而听不清，且不受断火的影响，声源在凸轮轴一侧靠近下曲轴箱的位置。我们检查了仪表及线路。机油泵限压阀都正常，然后查看机油压力，发现机油压力明显降低，便初步判断为机油泵故障。,该车凸轮轴一侧有异响，经检查后发现，产生异响的最终原因是机油泵壳破裂。,2017/5/24 0:00,铁马XC2200载重车,长沙,油泵破裂,油泵,操作分心
2937,猎豹飞腾消声器爆裂,由于分电器长期工作，活动触点臂与低压接线柱之间的连线因分电器底板不停地振动而产生金属疲劳。,该车在使用中多次出现过消声器放炮的现象。,2017/2/9 0:00,猎豹飞腾,吉林,消声器爆裂,消声器,不懂保养汽车
2938,WZ901轮式装甲安全车消声器爆裂,从活动触点臂到低压接线柱之间的导线因长期工作，使此段线路电流过载，导致氧化、变细，造成低压电减弱，因而引起高压火花减弱，致使发动机高速运转时，高压火时有时无，随即产生放炮现象。,该车在使用中多次出现过消声器放炮的现象。,2017/6/18 0:00,WZ901轮式装甲安全车,上海,消声器爆裂,消声器,驾驶不当
2939,汉阳HY4320S半挂牵引车发动机烧机油故障,由于进气门气门导管都没有装挡油罩，加之气门与气门导管的配合间隙过大，当发动机处于进气行程时，润滑摇臂轴的机油很容易通过进气门与气门导管间的间隙，被吸入气缸内。从而使油底壳润滑摇臂室内的机油只有少量能够再循环，大量的机油则被吸入气缸内烧掉，造成排气管冒蓝烟。机油的减少，导致了机油压力报警灯频繁闪亮。,机油压力报警灯闪亮。经检查机油后，发现机油减少。在添加机油继续行驶近200km时，机油压力报警灯又出现闪亮。打开油底壳，检查连杆轴承和曲轴主轴承，没有发现异常情况，只是排气管排出蓝烟。,2017/6/3 0:00,汉阳HY4320S半挂牵引车,武汉,发动机烧机油故障,发动机,不定时检查车况
2940,北汽勇士进排气歧管衬垫烧穿引起异响,进排气歧管衬垫部分冲坏后有细微的通道，与大气相通，响声是在高压气体通过狭道时产生的。,发动机在正常运转中无异响，当急加速时，进排气歧管处发出有节奏的异响，像薄金属叶片振动时发出的声音，断火异响消失。,2017/5/8 0:00,北汽勇士,北京,进排气歧管衬垫烧穿,进排气歧管衬垫,修理不当
2941,奔驰2026发动机动力下降,车辆上坡时，因吸油管安装在油箱后部，由于水的密度较汽油大，水往低处流动至吸油管处，在汽油泵的作用下，水与汽油同时被吸入油管进人化油器，油水混合，雾化不良，混合气不能正常燃烧，从而导致该故障。,平路行驶时，一切正常。上坡时，发动机动力明显下降，车辆爬坡乏力，消声器发出无节奏的“突突”声，加油稍不及时就熄火。,2017/3/26 0:00,奔驰2026,天津,发动机动力下降,发动机,意外
2942,燕京YJ6501制动阀漏气故障,该车制动阀芯杆平衡孔堵塞，在制动间不工作时，制动阀上气室漏出的压缩空气不能直接排出，而通过管道由制动阀排气孔排出，当制动阀工作时，排气孔关闭，制动系统工作良好。,该车发动机工作时贮气筒有气。制动间不工作时，排气口处漏气，且气压越高，漏气越严重，而工作时一切良好。,2017/7/7 0:00,燕京YJ6501,西安,制动阀漏气故障,制动阀,驾驶不当
2943,松辽SLQ6502起动机空转,在接通点火开关时，由于电磁开关的作用使单向啮合齿能进人齿圈，但,该车在行驶16万公里时出现起动机打滑的现象。驾驶员反映，起初发现故障时，能起动车辆。由于没有及时送修，致使故障逐步加重，直到起动机空转而无法正常起动。,2017/4/14 0:00,松辽SLQ6502,大连,起动机空转,起动机,知道故障不修理
2944,WJ94装甲防暴动力不足,发动机的动力由传动轴传递给驱动桥（后桥），由于万向节十字轴轴颈磨出沟槽，个别滚针折断，导致十字轴与滚针轴承配合松旷，发动机动力不能完全传递给后桥，传动效率降低，致使耗油量增加，动力性下降。,该车在一般路况下行驶，动力够用，但耗油量较大，在上坡、重载等全负荷状态下行驶，动力有些不足。,2017/8/1 0:00,WJ94装甲防暴,成都,动力不足,万向十字轴,意外
2945,奥迪A1发电机充电量过大,由于在车下试验发电机时，转速低，离心力小，不能使裸露线搭铁短路，但装在车上时，由于发电机转速高，离心力大，使裸露线搭铁短路，导致发电量过大。,该车的发电机在车下试验一切正常，装车后出现充电量过大现象，电流表指示超过最大限度，并且闻有烧焦味。,2017/4/22 0:00,奥迪A1,南昌,发电机充电量过大,发电机,操作分心
2946,WZ901保安车气缸不工作,火花塞防尘罩橡胶经过长时间高温作用和油污浸蚀，老化破裂，当油污进人裂口后便与火花塞底座构成通路，引起高压电外漏，火花塞不能工作。,发动机突然发出“突突”声，且动力下降。停车后，在发动机转速稍高于怠速时，从发动机消声器处传出明显的有节奏的“突突”声，判定此故障为少数缸不工作。,2017/2/2 0:00,WZ901保安车,太原,气缸不工作,气缸,知道故障不修理
2947,骊山LS6911机油泵驱动齿轮异响故障,该发动机进行完三级保养装复时，由于粗心大意，漏装了机油泵调整垫片，致使机油泵驱动齿轮与凸轮轴驱动齿轮配合间隙发生变化，进而打坏机油泵驱动齿轮，形成故障。,行完三级保养后，试车时发动机底部出现有节奏的“当当”声。,2017/2/23 0:00,机油泵驱动齿轮,南宁,机油泵驱动齿轮异响故障,骊山LS6911,粗心
2948,沈飞猎鹰起动系疑难故障,在正常情况下，由于发电机内整流二极管具有单向导电性，蓄电池的电流不会倒流向交流发电机，汽车起动时交流发电机中性点无电压。只有在交流发电机发电后中性点才有电压，使复合继电器常闭触点打开，保护起动机。在这一故障中，由于交流发电机一只正极管子被击穿短路，电源总成开关一闭合，蓄电池立刻通过短路二极管倒流向发电机的中性点接柱，使复合继电器的常闭触点打开，从而切断了起动继电器的起动电路，致使起动机无法工作。,驾驶员反映该车不能起动。,2017/3/31 0:00,沈飞猎鹰,拉萨,起动系疑难故障,起动机,上次修理失当
2949,铁马XC2200舟桥车造成连续烧瓦,由于惰性轮轴螺孔内径为14毫米，用M12的螺钉压紧时，螺钉光杆与螺孔的配合间隙过大（单边1毫米），螺钉压紧处又不密封，故造成大量润滑油泄漏，因而影响一缸连杆瓦的润滑，造成连续烧瓦。,行驶途中机油压力警告灯突然闪亮（该车无机油表），紧接着便出现异响。,2017/4/3 0:00,铁马XC2200舟桥车,延安,造成连续烧瓦,轮轴螺孔,操作分心
2950,茶花KQC1042B制动气压不足,分泵皮碗上的水和油污，很可能是从前储气筒通过管路进人的。,该车发动机工作时制动气压表指示196千帕，提高发动机转速，气压却不升高。,2017/1/5 0:00,茶花KQC1042B,长春,制动气压不足,发动机,驾驶不当
2951,ZSL92式轮式步兵战车电路故障,由于该车分电器离心调节装置回位弹簧脱落，致使低速行驶时该装置本不应起作用时却参加了工作，而在该装置该参加工作时却没有起作用，且不能随发动机负荷减小而回位，便造成点火过迟，燃烧不完全，加速发问，动力不足等现象。,执行任务时突然出现动力不足，行驶无力现象，特别是在上坡时更加明显；当踏下油门踏板时，汽车不能及时提速，消声器排放黑烟。,2017/3/3 0:00,ZSL92式轮式步兵战车,北京,电路故障,电路,操作分心
2952,WZ901轮式装甲安全车单缸电时试验机不能起动探因,消声坑通过烟筒与大气相通，其中的气体流动较慢。混合气较稀时试验机不能正常着火燃烧，部分混合气便进人消声坑。随着消声坑中未燃混合气增多，一旦遇到来自排气管的火源，就会爆炸燃烧。由于反拖电动机转速较快，未燃或燃烧不好的混合气排出的速度也快，因此爆炸声连续不断。,一台由CAll02单缸汽油机改装的缸外喷射电子控制汽油喷射发动机（喷油器安装在进气管第一个弯道处，安装方向与此处气流方向一致；考虑到进气管弯道处管壁较薄，先在该处钻一较大圆孔，再将一段圆管插人圆孔内，其间为过盈配合，圆管内圆则与喷油器相接），起动时消声坑（与排气管相接）连续放炮，就是不着车。,2017/3/12 0:00,WZ901轮式装甲安全车,哈尔滨,单缸电时试验机不能起动探因,单缸,不懂保养汽车
2953,跃进NJ1041MS冷启动困难,经过专业检测仪检查发现。各缸高压火花塞跳火较弱，冷车供油压力正常（各汽缸压力都在110kPa以上）。更换新的点火线圈高压线、火花塞后，冷车难启动现象依然存在。在无法测得喷油脉冲宽度的情况下，向汽缸内喷入少量清洗剂，冷车启动正常。原来是因为冷车启动时的喷油量少，才导致冷车启动困难。,一辆跃进NJ041MS轿车，行驶到9万km的时出现冷车启动困难，热车后怠速，加速工况均正常，当时无故障代码显示。,2017/7/1 0:00,跃进NJ1041MS,北京,冷启动困难,点火开关,意外
2954,五岳TAZ3090刹车失灵,是由于操作不当导致机件失灵，如长时间下坡会使刹车片摩擦生热、刹车毂炭化、刹车功能完全失效。,该车在从郑州开往西安的高速路上失控，手刹、脚刹都不起作用。,2017/7/3 0:00,五岳TAZ3090,郑州,刹车失灵,刹车线,修理不当
2955,猎豹飞腾发动机机油消耗量过大,机油进入燃烧室参与燃烧和机油出现渗漏。机油能够窜入燃烧室，主要是因为发动机零部件严重磨损间隙过大，或者机油压力过高。而机油出现渗漏主要是因为密封垫变硬老化、气门卡死。一般来说老旧大龄车辆，都会存在密封垫老化而密封不严的情况。,曲轴箱通气孔，排气管冒蓝烟,2017/4/9 0:00,猎豹飞腾,洛阳,发动机机油消耗量过大,发动机,不定时检查车况
2956,东风EQ1090E水箱“开锅”,经检查后发现水箱内水垢过多造成冷却水循环不通，造成汽车水箱开锅。,在行驶过程中水箱“开锅”。,2017/5/5 0:00,东风EQ1090E,齐齐哈尔,水箱“开锅”,水箱,不定时检查车况
2957,奥迪A1发动机异响,连杆弯曲导致敲杆，从而发动机发出异响。,汽车在行驶过程中动机连杆轴发出响声。,2017/3/9 0:00,奥迪A1,青海,发动机异响,发动机,知道故障不修理
2958,WZ901保安车排气管冒黑烟,经检查发现空气过滤器堵塞导致混合气过浓或者氧气不够导致的燃烧不完全。,该车在行驶过程中排气管不断的冒出黑烟。,2017/6/3 0:00,WZ901保安车,保定,排气管冒黑烟,排气管,意外
2959,五岳TAZ3090充电指示灯不灭,经过检查，发现该车的调节器调节电压过低，导致充电指示灯不熄灭。,该车充电结束后发现充电指示灯不熄灭。,2017/4/6 0:00,五岳TAZ3090,榆林,充电指示灯不灭,充电指示灯,驾驶不当
2960,北汽勇士汽油消耗量过大,由于活塞，缸套间隙过大，导致进入汽缸内的机油增多，造成机油烧损。,该车行驶一段很短距离，发现油量减少很快。,2017/4/25 0:00,北汽勇士,北京,汽油消耗量过大,发动机,驾驶不当
2961,汉阳HY4320S半挂牵引车履带断裂,经过检查发现履带长时间未维修，导致履带断裂。,该车在行驶过程中履带断裂。,2017/6/5 0:00,汉阳HY4320S半挂牵引车,汉阳,履带断裂,履带,粗心
2962,北汽勇士怠速不稳,检查进气管路没有破损，拔掉四个缸喷油器的电源控制插头，打马达，车启动了，但是3s后烧完进气道内剩余燃油又一次熄火。又插上喷油器电源手头，车启动了，但怠速时还是耸车，忽高忽低要熄火的样子。这时想到可能是混合气偏浓，导致开空调时不提速、怠速也不下降。,该车怠速耸车，转速忽高忽低，遇红灯时常会熄火。更奇怪的是开空调不提速，怠速转速也不爱影响。,2017/3/3 0:00,北汽勇士,山海关,怠速不稳,混合气,意外
2963,铁马XC2200载重车冷启动困难,点火开关内部触点因接触不良而使电阻增大，导致冷车状态下电压下降，启动电压过低，致使该车冷车不易启动。,每天早上需要启动多次才能着车，而在以前没有这种现象；热车时启动正常。,2017/4/4 0:00,铁马XC2200载重车,大连,冷启动困难,点火开关,不定时检查车况
2964,五岳TAZ3090蓄电池突然损坏,此故障是由于起动机电磁开关上的接触盘脱落，而使蓄电池短路造成的。这辆车上的起动机电磁开关外壳由金属制成，各接线柱均利用绝缘垫与盖及壳体隔开。吸拉线圈利用连接片从铁壳外面与起动机的磁场、电枢绕组接线柱连接。电磁线圈中的活动铁心前端用平垫通过开口销将接触盘固定。若接触盘与铁心配合松旷，长期受到震动和冲击，即可能产生松脱。接触盘脱落后，若同时与火线接线柱的触头和铁壳接触，就形成蓄电池直接短路。由于蓄电池连接导线很粗，短路电流值很大，故会使蓄电池的存电很快放完。,该车运行中突然从驾驶室底部冒出一股白烟，并出现导线绝缘胶皮烧熔的气味，电流表无大量放电现象。,2017/7/6 0:00,五岳TAZ3090,西宁,蓄电池突然损坏,起动机,不定时检查车况
2965,海虹QYJ5汽车摆头,由于直拉杆球头弹簧折断，球头螺塞便无法压紧球头；行驶中此球头的松动传至两前轮，即会出现左右摇摆的摆头现象。在此还须特别强调，当调整好球头松紧度后，应使螺塞槽孔与开口销孔对正，然后穿人开口销锁死。否则就会因球头松动而出现汽车摆头的故障，严重时一旦球头脱出还会使汽车失去转向控制，其后果不堪设想。,行驶一段时间后突然出现前轮摇摆、方向难以控制的摆头现象，车速达70公里／小时时更为明显。,2017/7/8 0:00,海虹QYJ5,北京,汽车摆头,弹簧,不懂保养汽车
2966,北起CWY12锁止失效,由于紧定螺母的锁片内楔折断而失去锁止作用，在发动机的工作振动下，紧定螺母便自行松动，致使正时齿轮键槽及键松旷而磨损，这样凸轮轴便不能和正时齿轮同步转动，造成气门迟开迟闭而出现一系列的故障现象。,该车在各种转速下排气管“突突”声明显，类似点火过迟的症状，但调整点火正时又无好转。,2017/7/9 0:00,北起CWY12,北京,锁止失效,锁片,不懂保养汽车
2967,北起BCW5122JQZ的“哧哧”声,从离合器检视孔查看离合器，未发现异常；拆除起动机后故障仍存在；拆检离合器也没发现问题。后来，在松开发电机及气泵皮带时发现是气泵的响声。拆检气泵发现，响声是由气泵一轴承损坏引起的。,发动机起动后及行驶过程中，在驾驶室中均能明显地听到从离合器部位传来的“哧哧”响声（但在发动机侧面听不到此响声），且发动机转速越高响声越明显。,2017/7/10 0:00,北起BCW5122JQZ,吉林,“哧哧”声,气泵一轴承,不懂保养汽车
2968,黄河DD5100GJY怠速不稳且不易起动,一般情况下，发动机低温起动需要较浓的混合气，而热机时起动则需较稀的混合气。因此，发动机低温起动时，热怠速补偿装置不参加工作，以使发动机获得较浓的混合气，保证能够顺利起动；而当化油器周围温度达到65℃左右时，热怠速补偿装置便参加工作，即供给多余空气，以冲淡从平衡管进人化油器的汽油蒸气，使混合气变稀，以免因混合气过浓而造成热怠速不稳定，甚至熄火及热车起动困难。,冷机时发动机容易起动，工作正常；而当发动机经过大负荷运转后，却出现怠速不稳定甚至熄火现象，并且热车起动困难。,2017/6/18 0:00,黄河DD5100GJY,沈阳,怠速不稳且不易起动,发动机,责任心不强
2969,远达SCZ5090GJYEQ化油器故障,由于功率量孔脱落，使发动机在中等负荷以上工作时，大量汽油在不受功率量孔限制的情况下，通过化油器直接进人气缸，致使混合气过浓而燃烧不完全，不仅增加了耗油量，而且造成发动机动力不足及其它故障。,行驶中突然动力不足，同时化油器回火，消声器有“突突”声，但起动仍正常。,2017/7/15 0:00,远达SCZ5090GJYEQ,天津,化油器故障,化油器,粗心
2970,黄河DD510GYY缺门反复发响,经事后了解，此车在二级保养时，修理工一时疏忽忘记把第9个摇臂轴固定支架上的两个固定螺栓拧紧。所以当调整好气门间隙后，刚开始一段时间不会出现响声，但随着发动机运转时间的延长，摇臂轴固定支架上的固定螺栓随之松动，致使气门间隙变大而出现响声。,行驶中气门发响。检查发现6缸进、排气门间隙过大，按技术标准调整后响声消失。行驶100多公里后，又出现气门响声，经检查还是6缸进、排气门间隙过大所致。再次调整后响声即消失。但继续行驶100公里左右，气门响声再次出现，而且仍是6缸进、排气门间隙过大造成的。,2017/5/1 0:00,黄河DD510GYY,青岛,缺门反复发响,气门,责任心不强
2971,远达SCZ5100配气相位严重错乱,由于该车发动机的联动齿轮在发动机后端，当联动齿轮正时记号对准后，四缸活塞应基本处于压缩行程上止点。但该车发动机大修时，维修人员却忽略了这一特点，仍按联动齿轮在发动机前端的老方法进行正时校正，因而使配气相位错了180°。,发动机大修后不能起动，但高压油路、气缸压力均正常。,2017/6/16 0:00,远达SCZ5100,秦皇岛,配气相位严重错乱,发动机,粗心
2972,松辽YJ6501分电器盖窜电,由于该车分电器盖内一缸与五缸旁插孔之间有一细小裂纹，为两个缸的高压电提供了通路。这样，当一缸活塞处于压缩行程上止点时，该缸火花塞电极本应跳火点燃可燃混合气，但由于此时五缸处于压缩行程60°的位置（指曲轴转角），燃烧室内的气体压力较低，高压电容易跳过该缸火花塞的电极间隙，高压电便从一缸窜到五缸跳火，致使一缸不工作。,保养分电器后试车时发动机严重抖动，排气管冒黑烟，并发出有节奏的“突突”声，且汽车行驶无力。,2017/4/25 0:00,松辽YJ6501,石家庄,分电器盖窜电,分电器盖,责任心不强
2973,猎豹飞腾经常不来油,此车油箱盖为双阀式结构，盖内有密封垫圈，用以封闭加油管口。当油箱内压力降到约98千帕时，外界空气便顶开空气阀进人油箱内。当因气温高油箱内压力升至120千帕时，蒸汽间即被顶开，汽油蒸气随之泄人大气中，从而保持油箱内的压力正常。如空气阀粘死或弹簧弹力过大，空气阀便无法回位，这样，汽车行驶一段里程后，由于汽油减少油箱内的压力便逐渐降低，直至低于98千帕时空气阀也无法打开。,每行驶一段里程（约50公里，随天气、装载不同而有所变化）后，就会出现不来油故障，而且在相同条件下行驶时，出现故障的里程亦大致相同。,2017/5/6 0:00,猎豹飞腾,济南,经常不来油,油箱,没有阅读说明书
2974,远达SCZ5100起动机无反应,组合继电器经长时间使用后，由于触点反复烧蚀、打磨，两触点的间隙会逐渐增大，因此应适时进行调整，才能保证其工作正常。该车正是由于没有及时对此间隙进行调整，用起动机起动发动机时虽能听到触点被吸动的声音，但由于触点间隙过大，实际上触点并未闭合，起动机便无反应，亦即无法用起动机起动发动机。,用起动机起动发动机时，点火开关转到起动挡后，能听到吸动触点的“咋嗒”声，但起动机无反应。,2017/1/25 0:00,远达SCZ5100,北京,起动机无反应,起动机,不定时检查车况
2975,远达SCZ5100汽油发动机故障,是由凸轮轴驱动摇臂带动膜片上下运动而完成泵油的。当膜片与摇臂的连接处产生裂缝后，就会使供油压力降低，进而影响发动机的工作。当该裂缝逐渐增大后，机油和汽油就会随着膜片的上下运形成的压力差，沿着摇臂经裂缝互相窜动，最后导致了故障。,行驶中有时发动机会突然减速甚至熄火，过一会儿又能重新起动，只是有时感到动力不足，同时发动机润滑油消耗多，需要经常补充。起初估计为油路不畅而引起熄火，油路经疏通后情况有所改善，但润滑油消耗多的问题却未给予重视，只认为可能因更换缸体后未磨合好而引起的。,2017/2/26 0:00,远达SCZ5100,大连,汽油发动机故障,汽油发动机,粗心
2976,远达SCZ5100空调不制冷,通过贮液罐的观察窗查看，制冷剂流动正常；用手感触各出风口均没有气流吹出，判断为空调鼓风机不运转。检查线路未见异常；打开在驾驶员座位前方围板附近的保险丝盒，用导线短路继电器，鼓风机即开始运转，说明继电器已损坏，从而切断了鼓风机的电路。,行驶中开启空调后很长时间没有凉爽感觉。,2017/4/5 0:00,远达SCZ5100,大连,空调不制冷,空调,驾驶不当
2977,五岳TAZ3090点火线圈突然爆炸,该车点火线圈上设有附加电阻和3个接线柱。若导线接错，附加电阻就被排除在初级电路之外，即停车后未关闭点火开关；发动机停机时分电器断电触点正好处于闭合状态；汽车蓄电池电压正常，连续通电几小时以上即会引起点火线圈爆炸。,进行就车电路实习时点火线圈突然爆炸。当时，熔化的沥青飞溅，险些伤人。,2017/3/6 0:00,五岳TAZ3090,天津,点火线圈突然爆炸,点火线圈,不定时检查车况
2978,五岳TAZ3090发动机工作不良,由于该车分电器触点烧蚀，致使初级电流减小，导致点火高压不足，发动机便不易发动，即使能发动着，由于点火高压不足而使高速时出现断火现象，发动机也不能平稳运转。与传统结构不同，带爆燃限制器的汽车，点火电路中的低压电（初级电流）不经过分电器触点，而是经点火线圈由一根绿线引人爆燃限制器内部，通过三极管后由黑线引出搭铁，这样可减少火花，保护分电器触点。,发动机起动困难，即使起动后运转也不平稳，且有熄火征兆和排气管“突突”声及冒黑烟。,2017/6/26 0:00,五岳TAZ3090,南京,发动机工作不良,发动机,意外
2979,五岳TAZ3090起动机故障,吸引线圈断路；保持线圈断路；触盘烧蚀；触点厚度不足。,接通点火开关至起动挡，电磁开关没有任何反应。,2017/2/5 0:00,五岳TAZ3090,深圳,起动机故障,起动机,没有阅读说明书
2980,奥迪A1起动机不转动 ,电枢绕组搭铁、短路或断路；磁场绕组搭铁、短路或断路；起动机电枢轴弯曲或轴承过紧、松旷，以及电枢扫膛。,接通点火开关至起动挡，能听到电磁开关“咋喀”声，但起动机不转动。,2017/4/5 0:00,奥迪A1,广州,起动机不转动,起动机,不定时检查车况
2981,奥迪A1起动机转动无力,前、后铜套间隙过大或电枢轴弯曲；换向器与电刷架端盖搭铁；电刷磨损过甚或弹簧张力过小。,动机转动缓慢。无力，发动机不易起动。,2017/5/9 0:00,奥迪A1,武汉,起动机转动无力,起动机,不懂保养汽车
2982,"海虹QYJ5发动机低速时的""吱吱""声",发动机转速较低时，机油压力很难将限压阀打开，此时润滑油主要从限压阀孔通过，以润滑曲轴前端正时齿轮及曲轴止推片。该车由于限压阀孔几乎堵塞，发动机在中速以下时润滑油很难到达正时齿轮和曲轴止推片处，使其润滑不良，甚至出现干摩擦而发出“吱、吱”的声音；进而，因摩擦生热，有关部件膨胀而使曲轴运转阻力增大直至抱轴熄火。,发动机中速以上运转正常，大幅度轰油门也无异常，但在中速以下运转时，时间不长就会从发动机内部传出尖锐的“吱、吱”声，同时转速骤然下降，甚至熄火。出现故障时机油压力、水温及其它仪表指示均正常，熄火后立即摇转曲轴也转动自如。,2017/1/1 0:00,海虹QYJ5,北京,"发动机低速时的""吱吱""声",发动机,没有阅读说明书
2983,海虹QYJ5活塞环折断,动机温度过高使活塞环卡死；点火过早、”燃油牌号不符合要求使发动机产生爆燃；活塞环“三隙”（端隙、侧隙、背隙）不符合要求。,熄火后拆下油底壳，发现曲轴箱内有大量汽油蒸气，而且润滑油变稀。,2017/4/5 0:00,海虹QYJ5,天津,活塞环折断,活塞环,不懂保养汽车
2984,松辽YJ6501制动跑偏故障,由于左前轮制动气室支架变形过大，且制动气室回位弹簧歪斜、推杆连接叉螺纹不到位，导致该制动气室推杆的有效工作行程减少，从面使左前轮制动力下降而引起制动跑偏。,制动时左前轮无拖印，严重向右跑偏。,2017/2/5 0:00,松辽YJ6501,济南,制动跑偏故障,制动器,不懂保养汽车
2985,松辽YJ6501离合器传动销故障,由于离合器传动销材质不佳和装配原因，致使其承受负荷时发生疲劳断裂及松动。这样，当发动机低速运转时，离合器是在飞轮带动下转动的，两者之间一旦出现转速差，传动销即会发生错动碰撞而发出“咔咔”异响；发动机高速运转时，由于惯性作用，离合器的转速与飞轮的转速基本保持一致，传动销无碰撞，异响便不出现。,行驶中发动机突然出现“咋咋”异响，低速时异响明显，高速时异响基本消失。故障出现后发动机润滑油压力正常。,2017/5/3 0:00,松辽YJ6501,洛阳,离合器传动销故障,离合器,驾驶不当
2986,黄河DD510GYY发动机更换气缸后无法起动,在更换气缸垫时，因缸体放水开关堵塞，在未将水道中的冷却水放尽的情况下就拆卸缸盖，致使冷却水经开启的进气门流进了进气歧管内；装复时只是把表面上的水擦干，而未将进人进气歧管内的水除净。这样，起动发动机时，大量水蒸气便随混合气被吸人燃烧室，严重地影响了混合气的质量，因而发动机无法起动。,更换气缸垫后用起动机起动时，发动机欲起动又有点接不上油而无法起动，并且排气管口有水滴出。,2017/5/8 0:00,黄河DD510GYY,北京,发动机更换气缸后无法起动,发动机,意外
2987,黄河DD510GYY刚大修的发动机严重烧润滑铀,由于该车发动机大修镶缸套后，未将6缸缸套上沿修磨平整，致使其高于缸体平面。这样，装复时虽按规定力矩拧紧了缸盖固定螺栓，6缸周围的缸垫仍局部未被压紧，发动机工作时润滑油道中的润滑油便从未压紧处流进6缸，从而出现大量烧润滑油而冒蓝烟现象。,发动机经大修后即出现排气管冒大量蓝烟的现象。,2017/7/23 0:00,黄河DD510GYY,天津,刚大修的发动机严重烧润滑铀,发动机,上次修理失当
2988,跃进NJ1041MS发电机不发电故障,该型发电机的硅整流组合元件分为上、下两片，下片上的二极管外壳（其上有红色标记）的极性为负，引出线是正极；上片上的二极管外壳（其上有黑色标记）的极性为正，引出线为负极。下片上的二极管外壳通过金属垫板与发电机外壳搭铁，使定子线圈中产生的电流在整流时能构成回路；否则发电机将无电流输出。,更换硅整流组合元件总成后，发动机在高转速时发电机才能发电；使用一段时间后，发动机高转速也不发电了。,2017/2/2 0:00,跃进NJ1041MS,大连,发电机不发电故障,发电机,知道故障不修理
2989,跃进NJ1041MS使用制动后不发电,由于该车发电机使用中得不到良好的维护保养，轴承便因润滑不良而运转阻力增大，磨损加剧，直至松旷；转子轴也可能在前轴承（定位轴承）内孔中作轴向滑动。当轴承的松旷量或转子轴在前轴承内孔中的滑动达到一定值时，发电机工作时转子轴便相对于前轴承向前移动。,行驶中使用制动后发电机就不发电了，但行驶一段路程后，发电机又恢复正常。,2017/5/8 0:00,跃进NJ1041MS,青岛,使用制动后不发电,发电机,不懂保养汽车
2990,铁马XC2200载重车化油器严重回火故障,由于分电器的凸轮和底部的固定装置部分脱节，发动机起动时分电器的凸轮便不能与传动轴同步转动，致使分火头配电不准，从而引起点火错乱，导致了该故障。,该车行驶后出现发动机难以起动、化油器严重回火故障。,2017/6/6 0:00,铁马XC2200载重车,合肥,化油器严重回火故障,化油器,意外
2991,北起BCW5122JQZ急加速不良,发动机急加速就是使其在短时间内迅速提高转速，为此需要额外提供一部分汽油，以加浓混合气。正常情况下，化油器加速装置能够完成这一任务。但是，由于该车化油器加速泵的联动装置已松动，致使加速泵不能有效地工作，亦即没有及时提供急加速所需的额外汽油，致使混合气得不到加浓，发动机便无法急加速。,该车经过三保后发动机急加速不良。,2017/5/3 0:00,北起BCW5122JQZ,贵阳,急加速不良,发动机,粗心
2992,铁马XC2200载重车排除气阻故障,发生气阻时应停车降温，如用棉纱沾冷水滴在化油器附近及油管，还可用冷水冲洗油管（但不能向进、排气歧管和汽油泵油杯上浇冷水），并打开发动机罩通风散热。,炎夏行车时，若发动机运转无力且抖动，加速困难，浮子室油平面突然过低，或发动机熄火后起动困难，即可能是气阻造成的。,2017/3/2 0:00,铁马XC2200载重车,南宁,排除气阻故障,汽油管路及汽油泵,粗心
2993,北起BCW5122JQZ排除气阻故障,若拧松喷油器油管接头螺母后有泡沫冒出，一般为气阻故障。,发动机起动困难，工作无力，甚至中断供油而熄火。,2017/6/8 0:00,北起BCW5122JQZ,西宁,排除气阻故障,柴油机,修理不当
2994,松辽YJ6501灯泡座被污物覆盖,当打开左转向灯时，由于灯泡座有污物而使灯泡搭铁不良，左转向灯便不亮。此时，电流经左转向灯丝——小灯灯丝——小灯导线——灯光开关。由于灯光开关在“0”挡位置时，接线柱“2”、“4”、“5”是相通的，电流势必经灯光开关“4”接柱到“2”接柱，“2”接柱又与灯光继电器的接柱“SW”相通，线圈通电后产生吸力，灯光继电器触点即闭合，将前大灯的电路接通，因而前大灯随着转向灯闪亮。,行驶中右转向灯工作正常，但打开左转向灯开关时，后转向灯工作正常，前转向灯却不亮，且前大灯闪亮。,2017/5/3 0:00,松辽YJ6501,北京,灯泡座被污物覆盖,灯泡座,不定时检查车况
